"","Text_ID","Sentence_Number","text","Word_idx"
"1101",139,139,"hands",8
"1102",139,139,"behind",9
"1103",139,139,"his",10
"1104",139,139,"back",11
"1105",140,140,"run",1
"1106",140,140,"along",2
"1107",140,140,"home",3
"1108",140,140,"now",4
"1109",140,140,"and",5
"1110",140,140,"bring",6
"1111",140,140,"us",7
"1112",140,140,"some",8
"1113",140,140,"men",9
"1114",140,140,"to",10
"1115",140,140,"kill",11
"1116",141,141,"she",1
"1117",141,141,"just",2
"1118",141,141,"kept",3
"1119",141,141,"telling",4
"1120",141,141,"herself",5
"1121",141,141,"he",6
"1122",141,141,"had",7
"1123",141,141,"to",8
"1124",141,141,"learn",9
"1125",141,141,"a",10
"1126",141,141,"lesson",11
"1127",142,142,"she",1
"1128",142,142,"wound",2
"1129",142,142,"up",3
"1130",142,142,"talking",4
"1131",142,142,"to",5
"1132",142,142,"barry",6
"1133",142,142,"about",7
"1134",142,142,"her",8
"1135",142,142,"time",9
"1136",142,142,"in",10
"1137",142,142,"india",11
"1138",143,143,"the",1
"1139",143,143,"gate",2
"1140",143,143,"was",3
"1141",143,143,"double",4
"1142",143,143,"one",5
"1143",143,143,"huge",6
"1144",143,143,"mass",7
"1145",143,143,"of",8
"1146",143,143,"wood",9
"1147",143,143,"following",10
"1148",143,143,"another",11
"1149",144,144,"the",1
"1150",144,144,"gathered",2
"1151",144,144,"villagers",3
"1152",144,144,"took",4
"1153",144,144,"a",5
"1154",144,144,"step",6
"1155",144,144,"back",7
"1156",144,144,"almost",8
"1157",144,144,"as",9
"1158",144,144,"one",10
"1159",144,144,"man",11
"1160",145,145,"we",1
"1161",145,145,"shall",2
"1162",145,145,"arrive",3
"1163",145,145,"properly",4
"1164",145,145,"or",5
"1165",145,145,"you",6
"1166",145,145,"will",7
"1167",145,145,"never",8
"1168",145,145,"live",9
"1169",145,145,"this",10
"1170",145,145,"down",11
"1171",146,146,"while",1
"1172",146,146,"they",2
"1173",146,146,"sat",3
"1174",146,146,"drinking",4
"1175",146,146,"their",5
"1176",146,146,"tea",6
"1177",146,146,"mick",7
"1178",146,146,"dug",8
"1179",146,146,"them",9
"1180",146,146,"a",10
"1181",146,146,"trench",11
"1182",147,147,"you",1
"1183",147,147,"know",2
"1184",147,147,"better",3
"1185",147,147,"than",4
"1186",147,147,"to",5
"1187",147,147,"talk",6
"1188",147,147,"to",7
"1189",147,147,"your",8
"1190",147,147,"mother",9
"1191",147,147,"like",10
"1192",147,147,"that",11
"1193",148,148,"you",1
"1194",148,148,"know",2
"1195",148,148,"that",3
"1196",148,148,"i",4
"1197",148,148,"will",5
"1198",148,148,"do",6
"1199",148,148,"whatever",7
"1200",148,148,"you",8
"1201",148,148,"ask",9
"1202",148,148,"of",10
"1203",148,148,"me",11
"1204",149,149,"you",1
"1205",149,149,"shouldn't",2
"1206",149,149,"have",3
"1207",149,149,"been",4
"1208",149,149,"racing",5
"1209",149,149,"my",6
"1210",149,149,"truck",7
"1211",149,149,"in",8
"1212",149,149,"the",9
"1213",149,149,"first",10
"1214",149,149,"place",11
"1215",150,150,"a",1
"1216",150,150,"smile",2
"1217",150,150,"came",3
"1218",150,150,"to",4
"1219",150,150,"his",5
"1220",150,150,"lips",6
"1221",150,150,"as",7
"1222",150,150,"he",8
"1223",150,150,"thought",9
"1224",150,150,"of",10
"1225",150,150,"an",11
"1226",150,150,"idea",12
"1227",151,151,"all",1
"1228",151,151,"last",2
"1229",151,151,"week",3
"1230",151,151,"there",4
"1231",151,151,"was",5
"1232",151,151,"a",6
"1233",151,151,"white",7
"1234",151,151,"van",8
"1235",151,151,"parked",9
"1236",151,151,"across",10
"1237",151,151,"the",11
"1238",151,151,"street",12
"1239",152,152,"finally",1
"1240",152,152,"maria",2
"1241",152,152,"sat",3
"1242",152,152,"down",4
"1243",152,152,"with",5
"1244",152,152,"a",6
"1245",152,152,"cup",7
"1246",152,152,"of",8
"1247",152,152,"tea",9
"1248",152,152,"and",10
"1249",152,152,"a",11
"1250",152,152,"sandwich",12
"1251",153,153,"have",1
"1252",153,153,"that",2
"1253",153,153,"carriage",3
"1254",153,153,"sent",4
"1255",153,153,"down",5
"1256",153,153,"and",6
"1257",153,153,"have",7
"1258",153,153,"servants",8
"1259",153,153,"bring",9
"1260",153,153,"wine",10
"1261",153,153,"and",11
"1262",153,153,"water",12
"1263",154,154,"he",1
"1264",154,154,"didn't",2
"1265",154,154,"seem",3
"1266",154,154,"to",4
"1267",154,154,"mind",5
"1268",154,154,"that",6
"1269",154,154,"she",7
"1270",154,154,"was",8
"1271",154,154,"screaming",9
"1272",154,154,"in",10
"1273",154,154,"his",11
"1274",154,154,"ear",12
"1275",155,155,"he",1
"1276",155,155,"drank",2
"1277",155,155,"too",3
"1278",155,155,"much",4
"1279",155,155,"at",5
"1280",155,155,"times",6
"1281",155,155,"and",7
"1282",155,155,"washed",8
"1283",155,155,"too",9
"1284",155,155,"little",10
"1285",155,155,"at",11
"1286",155,155,"times",12
"1287",156,156,"he",1
"1288",156,156,"folded",2
"1289",156,156,"his",3
"1290",156,156,"arms",4
"1291",156,156,"across",5
"1292",156,156,"his",6
"1293",156,156,"chest",7
"1294",156,156,"and",8
"1295",156,156,"put",9
"1296",156,156,"out",10
"1297",156,156,"his",11
"1298",156,156,"lip",12
"1299",157,157,"he",1
"1300",157,157,"had",2
"1301",157,157,"another",3
"1302",157,157,"shock",4
"1303",157,157,"when",5
"1304",157,157,"they",6
"1305",157,157,"told",7
"1306",157,157,"him",8
"1307",157,157,"he",9
"1308",157,157,"was",10
"1309",157,157,"moving",11
"1310",157,157,"cells",12
"1311",158,158,"he",1
"1312",158,158,"put",2
"1313",158,158,"his",3
"1314",158,158,"hands",4
"1315",158,158,"in",5
"1316",158,158,"his",6
"1317",158,158,"pockets",7
"1318",158,158,"and",8
"1319",158,158,"leaned",9
"1320",158,158,"against",10
"1321",158,158,"the",11
"1322",158,158,"truck",12
"1323",159,159,"he",1
"1324",159,159,"was",2
"1325",159,159,"built",3
"1326",159,159,"with",4
"1327",159,159,"muscle",5
"1328",159,159,"and",6
"1329",159,159,"liked",7
"1330",159,159,"to",8
"1331",159,159,"throw",9
"1332",159,159,"his",10
"1333",159,159,"weight",11
"1334",159,159,"around",12
"1335",160,160,"i",1
"1336",160,160,"am",2
"1337",160,160,"trying",3
"1338",160,160,"old",4
"1339",160,160,"man",5
"1340",160,160,"but",6
"1341",160,160,"i",7
"1342",160,160,"would",8
"1343",160,160,"rather",9
"1344",160,160,"kill",10
"1345",160,160,"the",11
"1346",160,160,"ship",12
"1347",161,161,"i",1
"1348",161,161,"shall",2
"1349",161,161,"have",3
"1350",161,161,"a",4
"1351",161,161,"victory",5
"1352",161,161,"and",6
"1353",161,161,"i",7
"1354",161,161,"want",8
"1355",161,161,"it",9
"1356",161,161,"to",10
"1357",161,161,"be",11
"1358",161,161,"remembered",12
"1359",162,162,"in",1
"1360",162,162,"the",2
"1361",162,162,"morning",3
"1362",162,162,"mickey",4
"1363",162,162,"stood",5
"1364",162,162,"straight",6
"1365",162,162,"with",7
"1366",162,162,"his",8
"1367",162,162,"hand",9
"1368",162,162,"behind",10
"1369",162,162,"his",11
"1370",162,162,"back",12
"1371",163,163,"in",1
"1372",163,163,"the",2
"1373",163,163,"morning",3
"1374",163,163,"at",4
"1375",163,163,"breakfast",5
"1376",163,163,"mike",6
"1377",163,163,"smiled",7
"1378",163,163,"at",8
"1379",163,163,"the",9
"1380",163,163,"letter",10
"1381",163,163,"he",11
"1382",163,163,"received",12
"1383",164,164,"it",1
"1384",164,164,"had",2
"1385",164,164,"been",3
"1386",164,164,"two",4
"1387",164,164,"weeks",5
"1388",164,164,"since",6
"1389",164,164,"philip",7
"1390",164,164,"had",8
"1391",164,164,"been",9
"1392",164,164,"sent",10
"1393",164,164,"to",11
"1394",164,164,"prison",12
"1395",165,165,"it",1
"1396",165,165,"is",2
"1397",165,165,"not",3
"1398",165,165,"the",4
"1399",165,165,"most",5
"1400",165,165,"fragrant",6
"1401",165,165,"of",7
"1402",165,165,"places",8
"1403",165,165,"but",9
"1404",165,165,"we",10
"1405",165,165,"make",11
"1406",165,165,"do",12
"1407",166,166,"james",1
"1408",166,166,"walked",2
"1409",166,166,"in",3
"1410",166,166,"to",4
"1411",166,166,"wake",5
"1412",166,166,"samuel",6
"1413",166,166,"at",7
"1414",166,166,"four",8
"1415",166,166,"thirty",9
"1416",166,166,"in",10
"1417",166,166,"the",11
"1418",166,166,"morning",12
"1419",167,167,"david",1
"1420",167,167,"came",2
"1421",167,167,"running",3
"1422",167,167,"into",4
"1423",167,167,"the",5
"1424",167,167,"waiting",6
"1425",167,167,"room",7
"1426",167,167,"and",8
"1427",167,167,"went",9
"1428",167,167,"straight",10
"1429",167,167,"to",11
"1430",167,167,"stephen",12
"1431",168,168,"dennis",1
"1432",168,168,"was",2
"1433",168,168,"standing",3
"1434",168,168,"at",4
"1435",168,168,"the",5
"1436",168,168,"entrance",6
"1437",168,168,"to",7
"1438",168,168,"the",8
"1439",168,168,"workshop",9
"1440",168,168,"smiling",10
"1441",168,168,"at",11
"1442",168,168,"terry",12
"1443",169,169,"let",1
"1444",169,169,"us",2
"1445",169,169,"give",3
"1446",169,169,"battle",4
"1447",169,169,"to",5
"1448",169,169,"these",6
"1449",169,169,"foreign",7
"1450",169,169,"snakes",8
"1451",169,169,"once",9
"1452",169,169,"and",10
"1453",169,169,"for",11
"1454",169,169,"all",12
"1455",170,170,"tommy",1
"1456",170,170,"came",2
"1457",170,170,"out",3
"1458",170,170,"of",4
"1459",170,170,"the",5
"1460",170,170,"staff",6
"1461",170,170,"room",7
"1462",170,170,"toilet",8
"1463",170,170,"looking",9
"1464",170,170,"a",10
"1465",170,170,"little",11
"1466",170,170,"pale",12
"1467",171,171,"adam",1
"1468",171,171,"hoped",2
"1469",171,171,"she",3
"1470",171,171,"was",4
"1471",171,171,"knocked",5
"1472",171,171,"out",6
"1473",171,171,"cold",7
"1474",171,171,"and",8
"1475",171,171,"wouldn't",9
"1476",171,171,"wake",10
"1477",171,171,"till",11
"1478",171,171,"morning",12
"1479",172,172,"michael",1
"1480",172,172,"knew",2
"1481",172,172,"they",3
"1482",172,172,"never",4
"1483",172,172,"hit",5
"1484",172,172,"him",6
"1485",172,172,"and",7
"1486",172,172,"that",8
"1487",172,172,"was",9
"1488",172,172,"half",10
"1489",172,172,"the",11
"1490",172,172,"problem",12
"1491",173,173,"alan",1
"1492",173,173,"told",2
"1493",173,173,"jason",3
"1494",173,173,"he",4
"1495",173,173,"would",5
"1496",173,173,"just",6
"1497",173,173,"sit",7
"1498",173,173,"outside",8
"1499",173,173,"to",9
"1500",173,173,"have",10
"1501",173,173,"his",11
"1502",173,173,"lunch",12
"1503",174,174,"now",1
"1504",174,174,"the",2
"1505",174,174,"man",3
"1506",174,174,"is",4
"1507",174,174,"coming",5
"1508",174,174,"who",6
"1509",174,174,"will",7
"1510",174,174,"give",8
"1511",174,174,"it",9
"1512",174,174,"back",10
"1513",174,174,"to",11
"1514",174,174,"me",12
"1515",175,175,"she",1
"1516",175,175,"threatened",2
"1517",175,175,"to",3
"1518",175,175,"leave",4
"1519",175,175,"before",5
"1520",175,175,"and",6
"1521",175,175,"this",7
"1522",175,175,"time",8
"1523",175,175,"she",9
"1524",175,175,"just",10
"1525",175,175,"had",11
"1526",175,175,"enough",12
"1527",176,176,"the",1
"1528",176,176,"first",2
"1529",176,176,"knife",3
"1530",176,176,"caught",4
"1531",176,176,"in",5
"1532",176,176,"her",6
"1533",176,176,"skirt",7
"1534",176,176,"and",8
"1535",176,176,"she",9
"1536",176,176,"shook",10
"1537",176,176,"it",11
"1538",176,176,"free",12
"1539",177,177,"the",1
"1540",177,177,"last",2
"1541",177,177,"thing",3
"1542",177,177,"alex",4
"1543",177,177,"felt",5
"1544",177,177,"like",6
"1545",177,177,"doing",7
"1546",177,177,"after",8
"1547",177,177,"work",9
"1548",177,177,"was",10
"1549",177,177,"more",11
"1550",177,177,"work",12
"1551",178,178,"the",1
"1552",178,178,"truck",2
"1553",178,178,"was",3
"1554",178,178,"an",4
"1555",178,178,"older",5
"1556",178,178,"version",6
"1557",178,178,"of",7
"1558",178,178,"the",8
"1559",178,178,"ones",9
"1560",178,178,"the",10
"1561",178,178,"others",11
"1562",178,178,"drove",12
"1563",179,179,"they",1
"1564",179,179,"stared",2
"1565",179,179,"at",3
"1566",179,179,"the",4
"1567",179,179,"black",5
"1568",179,179,"wall",6
"1569",179,179,"and",7
"1570",179,179,"now",8
"1571",179,179,"this",9
"1572",179,179,"offered",10
"1573",179,179,"no",11
"1574",179,179,"comfort",12
"1575",180,180,"they",1
"1576",180,180,"were",2
"1577",180,180,"halfway",3
"1578",180,180,"through",4
"1579",180,180,"breakfast",5
"1580",180,180,"when",6
"1581",180,180,"a",7
"1582",180,180,"guard",8
"1583",180,180,"walked",9
"1584",180,180,"up",10
"1585",180,180,"with",11
"1586",180,180,"mail",12
"1587",181,181,"we",1
"1588",181,181,"should",2
"1589",181,181,"talk",3
"1590",181,181,"about",4
"1591",181,181,"the",5
"1592",181,181,"things",6
"1593",181,181,"people",7
"1594",181,181,"talk",8
"1595",181,181,"about",9
"1596",181,181,"on",10
"1597",181,181,"first",11
"1598",181,181,"dates",12
"1599",182,182,"why",1
"1600",182,182,"don't",2
"1601",182,182,"you",3
"1602",182,182,"tell",4
"1603",182,182,"me",5
"1604",182,182,"what",6
"1605",182,182,"happened",7
"1606",182,182,"on",8
"1607",182,182,"saturday",9
"1608",182,182,"step",10
"1609",182,182,"by",11
"1610",182,182,"step",12
"1611",183,183,"emma",1
"1612",183,183,"put",2
"1613",183,183,"her",3
"1614",183,183,"mug",4
"1615",183,183,"of",5
"1616",183,183,"tea",6
"1617",183,183,"down",7
"1618",183,183,"on",8
"1619",183,183,"the",9
"1620",183,183,"table",10
"1621",183,183,"with",11
"1622",183,183,"a",12
"1623",183,183,"bang",13
"1624",184,184,"benjamin",1
"1625",184,184,"dashed",2
"1626",184,184,"out",3
"1627",184,184,"of",4
"1628",184,184,"the",5
"1629",184,184,"door",6
"1630",184,184,"and",7
"1631",184,184,"glanced",8
"1632",184,184,"up",9
"1633",184,184,"and",10
"1634",184,184,"down",11
"1635",184,184,"the",12
"1636",184,184,"street",13
"1637",185,185,"bruce",1
"1638",185,185,"is",2
"1639",185,185,"looking",3
"1640",185,185,"for",4
"1641",185,185,"someone",5
"1642",185,185,"to",6
"1643",185,185,"take",7
"1644",185,185,"the",8
"1645",185,185,"spare",9
"1646",185,185,"room",10
"1647",185,185,"in",11
"1648",185,185,"his",12
"1649",185,185,"flat",13
"1650",186,186,"from",1
"1651",186,186,"the",2
"1652",186,186,"moment",3
"1653",186,186,"we",4
"1654",186,186,"leave",5
"1655",186,186,"this",6
"1656",186,186,"spot",7
"1657",186,186,"be",8
"1658",186,186,"very",9
"1659",186,186,"careful",10
"1660",186,186,"what",11
"1661",186,186,"you",12
"1662",186,186,"say",13
"1663",187,187,"he",1
"1664",187,187,"knocked",2
"1665",187,187,"on",3
"1666",187,187,"the",4
"1667",187,187,"door",5
"1668",187,187,"so",6
"1669",187,187,"hard",7
"1670",187,187,"that",8
"1671",187,187,"he",9
"1672",187,187,"almost",10
"1673",187,187,"broke",11
"1674",187,187,"it",12
"1675",187,187,"down",13
"1676",188,188,"he",1
"1677",188,188,"let",2
"1678",188,188,"donald",3
"1679",188,188,"go",4
"1680",188,188,"and",5
"1681",188,188,"he",6
"1682",188,188,"fell",7
"1683",188,188,"to",8
"1684",188,188,"the",9
"1685",188,188,"floor",10
"1686",188,188,"with",11
"1687",188,188,"a",12
"1688",188,188,"thud",13
"1689",189,189,"he",1
"1690",189,189,"smiled",2
"1691",189,189,"again",3
"1692",189,189,"and",4
"1693",189,189,"felt",5
"1694",189,189,"like",6
"1695",189,189,"a",7
"1696",189,189,"man",8
"1697",189,189,"and",9
"1698",189,189,"not",10
"1699",189,189,"just",11
"1700",189,189,"the",12
"1701",189,189,"kid",13
"1702",190,190,"he's",1
"1703",190,190,"got",2
"1704",190,190,"the",3
"1705",190,190,"ability",4
"1706",190,190,"to",5
"1707",190,190,"work",6
"1708",190,190,"but",7
"1709",190,190,"he",8
"1710",190,190,"just",9
"1711",190,190,"gets",10
"1712",190,190,"bored",11
"1713",190,190,"too",12
"1714",190,190,"easy",13
"1715",191,191,"her",1
"1716",191,191,"ambition",2
"1717",191,191,"offered",3
"1718",191,191,"no",4
"1719",191,191,"thought",5
"1720",191,191,"to",6
"1721",191,191,"the",7
"1722",191,191,"men",8
"1723",191,191,"standing",9
"1724",191,191,"behind",10
"1725",191,191,"and",11
"1726",191,191,"around",12
"1727",191,191,"her",13
"1728",192,192,"i",1
"1729",192,192,"can't",2
"1730",192,192,"see",3
"1731",192,192,"any",4
"1732",192,192,"amount",5
"1733",192,192,"of",6
"1734",192,192,"talk",7
"1735",192,192,"getting",8
"1736",192,192,"you",9
"1737",192,192,"out",10
"1738",192,192,"of",11
"1739",192,192,"this",12
"1740",192,192,"mess",13
"1741",193,193,"i",1
"1742",193,193,"flung",2
"1743",193,193,"out",3
"1744",193,193,"my",4
"1745",193,193,"hands",5
"1746",193,193,"and",6
"1747",193,193,"they",7
"1748",193,193,"said",8
"1749",193,193,"i",9
"1750",193,193,"had",10
"1751",193,193,"broken",11
"1752",193,193,"my",12
"1753",193,193,"wrists",13
"1754",194,194,"i",1
"1755",194,194,"mostly",2
"1756",194,194,"just",3
"1757",194,194,"pick",4
"1758",194,194,"a",5
"1759",194,194,"dry",6
"1760",194,194,"white",7
"1761",194,194,"and",8
"1762",194,194,"drink",9
"1763",194,194,"it",10
"1764",194,194,"to",11
"1765",194,194,"get",12
"1766",194,194,"drunk",13
"1767",195,195,"andy",1
"1768",195,195,"felt",2
"1769",195,195,"good",3
"1770",195,195,"when",4
"1771",195,195,"he",5
"1772",195,195,"got",6
"1773",195,195,"ready",7
"1774",195,195,"to",8
"1775",195,195,"go",9
"1776",195,195,"out",10
"1777",195,195,"on",11
"1778",195,195,"saturday",12
"1779",195,195,"night",13
"1780",196,196,"arthur",1
"1781",196,196,"got",2
"1782",196,196,"in",3
"1783",196,196,"his",4
"1784",196,196,"truck",5
"1785",196,196,"and",6
"1786",196,196,"slammed",7
"1787",196,196,"his",8
"1788",196,196,"fist",9
"1789",196,196,"against",10
"1790",196,196,"the",11
"1791",196,196,"steering",12
"1792",196,196,"wheel",13
"1793",197,197,"billy",1
"1794",197,197,"knocked",2
"1795",197,197,"on",3
"1796",197,197,"the",4
"1797",197,197,"door",5
"1798",197,197,"and",6
"1799",197,197,"waited",7
"1800",197,197,"till",8
"1801",197,197,"he",9
"1802",197,197,"was",10
"1803",197,197,"told",11
"1804",197,197,"to",12
"1805",197,197,"enter",13
"1806",198,198,"bob",1
"1807",198,198,"sat",2
"1808",198,198,"at",3
"1809",198,198,"the",4
"1810",198,198,"entrance",5
"1811",198,198,"to",6
"1812",198,198,"the",7
"1813",198,198,"warehouse",8
"1814",198,198,"and",9
"1815",198,198,"made",10
"1816",198,198,"up",11
"1817",198,198,"a",12
"1818",198,198,"cigarette",13
"1819",199,199,"brian",1
"1820",199,199,"sat",2
"1821",199,199,"down",3
"1822",199,199,"at",4
"1823",199,199,"an",5
"1824",199,199,"empty",6
"1825",199,199,"table",7
"1826",199,199,"and",8
"1827",199,199,"began",9
"1828",199,199,"to",10
"1829",199,199,"eat",11
"1830",199,199,"his",12
"1831",199,199,"breakfast",13
"1832",200,200,"charlie",1
"1833",200,200,"walked",2
"1834",200,200,"home",3
"1835",200,200,"slowly",4
"1836",200,200,"so",5
"1837",200,200,"that",6
"1838",200,200,"he",7
"1839",200,200,"could",8
"1840",200,200,"smoke",9
"1841",200,200,"one",10
"1842",200,200,"of",11
"1843",200,200,"his",12
"1844",200,200,"cigarettes",13
"1845",201,201,"one",1
"1846",201,201,"by",2
"1847",201,201,"one",3
"1848",201,201,"she",4
"1849",201,201,"placed",5
"1850",201,201,"her",6
"1851",201,201,"teeth",7
"1852",201,201,"about",8
"1853",201,201,"their",9
"1854",201,201,"necks",10
"1855",201,201,"and",11
"1856",201,201,"killed",12
"1857",201,201,"them",13
"1858",202,202,"the",1
"1859",202,202,"shout",2
"1860",202,202,"caught",3
"1861",202,202,"him",4
"1862",202,202,"off",5
"1863",202,202,"guard",6
"1864",202,202,"and",7
"1865",202,202,"he",8
"1866",202,202,"fell",9
"1867",202,202,"back",10
"1868",202,202,"a",11
"1869",202,202,"little",12
"1870",202,202,"way",13
"1871",203,203,"they",1
"1872",203,203,"probably",2
"1873",203,203,"just",3
"1874",203,203,"talked",4
"1875",203,203,"about",5
"1876",203,203,"medieval",6
"1877",203,203,"folk",7
"1878",203,203,"music",8
"1879",203,203,"anyway",9
"1880",203,203,"and",10
"1881",203,203,"it",11
"1882",203,203,"was",12
"1883",203,203,"boring",13
"1884",204,204,"within",1
"1885",204,204,"four",2
"1886",204,204,"months",3
"1887",204,204,"they",4
"1888",204,204,"moved",5
"1889",204,204,"in",6
"1890",204,204,"together",7
"1891",204,204,"to",8
"1892",204,204,"the",9
"1893",204,204,"flat",10
"1894",204,204,"on",11
"1895",204,204,"shakespeare",12
"1896",204,204,"road",13
"1897",205,205,"after",1
"1898",205,205,"only",2
"1899",205,205,"a",3
"1900",205,205,"night's",4
"1901",205,205,"journey",5
"1902",205,205,"by",6
"1903",205,205,"sea",7
"1904",205,205,"they",8
"1905",205,205,"had",9
"1906",205,205,"travelled",10
"1907",205,205,"into",11
"1908",205,205,"the",12
"1909",205,205,"south",13
"1910",205,205,"proper",14
"1911",206,206,"every",1
"1912",206,206,"free",2
"1913",206,206,"man",3
"1914",206,206,"had",4
"1915",206,206,"a",5
"1916",206,206,"right",6
"1917",206,206,"to",7
"1918",206,206,"speak",8
"1919",206,206,"gathered",9
"1920",206,206,"at",10
"1921",206,206,"the",11
"1922",206,206,"calling",12
"1923",206,206,"of",13
"1924",206,206,"council",14
"1925",207,207,"he",1
"1926",207,207,"had",2
"1927",207,207,"a",3
"1928",207,207,"headache",4
"1929",207,207,"and",5
"1930",207,207,"every",6
"1931",207,207,"drop",7
"1932",207,207,"sounded",8
"1933",207,207,"like",9
"1934",207,207,"an",10
"1935",207,207,"arrow",11
"1936",207,207,"piercing",12
"1937",207,207,"his",13
"1938",207,207,"skull",14
"1939",208,208,"he",1
"1940",208,208,"had",2
"1941",208,208,"money",3
"1942",208,208,"whenever",4
"1943",208,208,"he",5
"1944",208,208,"wanted",6
"1945",208,208,"it",7
"1946",208,208,"and",8
"1947",208,208,"still",9
"1948",208,208,"the",10
"1949",208,208,"best",11
"1950",208,208,"truck",12
"1951",208,208,"in",13
"1952",208,208,"town",14
"1953",209,209,"he",1
"1954",209,209,"rose",2
"1955",209,209,"from",3
"1956",209,209,"his",4
"1957",209,209,"seat",5
"1958",209,209,"and",6
"1959",209,209,"stopped",7
"1960",209,209,"mid",8
"1961",209,209,"way",9
"1962",209,209,"when",10
"1963",209,209,"joe",11
"1964",209,209,"glared",12
"1965",209,209,"at",13
"1966",209,209,"him",14
"1967",210,210,"he",1
"1968",210,210,"sat",2
"1969",210,210,"his",3
"1970",210,210,"son",4
"1971",210,210,"up",5
"1972",210,210,"on",6
"1973",210,210,"the",7
"1974",210,210,"table",8
"1975",210,210,"and",9
"1976",210,210,"laid",10
"1977",210,210,"his",11
"1978",210,210,"belt",12
"1979",210,210,"beside",13
"1980",210,210,"him",14
"1981",211,211,"if",1
"1982",211,211,"i",2
"1983",211,211,"have",3
"1984",211,211,"time",4
"1985",211,211,"at",5
"1986",211,211,"the",6
"1987",211,211,"end",7
"1988",211,211,"i'll",8
"1989",211,211,"fill",9
"1990",211,211,"you",10
"1991",211,211,"in",11
"1992",211,211,"on",12
"1993",211,211,"what",13
"1994",211,211,"happened",14
"1995",212,212,"chris",1
"1996",212,212,"carefully",2
"1997",212,212,"carried",3
"1998",212,212,"eddie",4
"1999",212,212,"to",5
"2000",212,212,"his",6
"2001",212,212,"truck",7
"2002",212,212,"and",8
"2003",212,212,"laid",9
"2004",212,212,"him",10
"2005",212,212,"on",11
"2006",212,212,"the",12
"2007",212,212,"back",13
"2008",212,212,"seat",14
"2009",213,213,"colin",1
"2010",213,213,"drove",2
"2011",213,213,"into",3
"2012",213,213,"the",4
"2013",213,213,"garage",5
"2014",213,213,"to",6
"2015",213,213,"wash",7
"2016",213,213,"the",8
"2017",213,213,"truck",9
"2018",213,213,"and",10
"2019",213,213,"fill",11
"2020",213,213,"it",12
"2021",213,213,"with",13
"2022",213,213,"petrol",14
"2023",214,214,"david",1
"2024",214,214,"finally",2
"2025",214,214,"got",3
"2026",214,214,"to",4
"2027",214,214,"eat",5
"2028",214,214,"his",6
"2029",214,214,"lunch",7
"2030",214,214,"then",8
"2031",214,214,"went",9
"2032",214,214,"back",10
"2033",214,214,"to",11
"2034",214,214,"digging",12
"2035",214,214,"the",13
"2036",214,214,"trench",14
"2037",215,215,"dennis",1
"2038",215,215,"noticed",2
"2039",215,215,"someone",3
"2040",215,215,"standing",4
"2041",215,215,"in",5
"2042",215,215,"front",6
"2043",215,215,"of",7
"2044",215,215,"him",8
"2045",215,215,"when",9
"2046",215,215,"he",10
"2047",215,215,"reached",11
"2048",215,215,"for",12
"2049",215,215,"another",13
"2050",215,215,"log",14
"2051",216,216,"donald",1
"2052",216,216,"sat",2
"2053",216,216,"down",3
"2054",216,216,"at",4
"2055",216,216,"the",5
"2056",216,216,"kitchen",6
"2057",216,216,"table",7
"2058",216,216,"and",8
"2059",216,216,"fed",9
"2060",216,216,"his",10
"2061",216,216,"little",11
"2062",216,216,"sister",12
"2063",216,216,"her",13
"2064",216,216,"bottle",14
"2065",217,217,"frank",1
"2066",217,217,"sighed",2
"2067",217,217,"and",3
"2068",217,217,"walked",4
"2069",217,217,"to",5
"2070",217,217,"the",6
"2071",217,217,"visiting",7
"2072",217,217,"room",8
"2073",217,217,"with",9
"2074",217,217,"his",10
"2075",217,217,"hands",11
"2076",217,217,"in",12
"2077",217,217,"his",13
"2078",217,217,"pockets",14
"2079",218,218,"fred",1
"2080",218,218,"walked",2
"2081",218,218,"into",3
"2082",218,218,"the",4
"2083",218,218,"kitchen",5
"2084",218,218,"on",6
"2085",218,218,"saturday",7
"2086",218,218,"morning",8
"2087",218,218,"to",9
"2088",218,218,"find",10
"2089",218,218,"his",11
"2090",218,218,"mother",12
"2091",218,218,"making",13
"2092",218,218,"breakfast",14
"2093",219,219,"george",1
"2094",219,219,"was",2
"2095",219,219,"led",3
"2096",219,219,"inside",4
"2097",219,219,"and",5
"2098",219,219,"they",6
"2099",219,219,"made",7
"2100",219,219,"him",8
"2101",219,219,"strip",9
"2102",219,219,"and",10
"2103",219,219,"gave",11
"2104",219,219,"him",12
"2105",219,219,"a",13
"2106",219,219,"uniform",14
"2107",220,220,"harry",1
"2108",220,220,"was",2
"2109",220,220,"whistling",3
"2110",220,220,"and",4
"2111",220,220,"singing",5
"2112",220,220,"to",6
"2113",220,220,"himself",7
"2114",220,220,"for",8
"2115",220,220,"the",9
"2116",220,220,"whole",10
"2117",220,220,"of",11
"2118",220,220,"the",12
"2119",220,220,"next",13
"2120",220,220,"day",14
"2121",221,221,"henry",1
"2122",221,221,"washed",2
"2123",221,221,"his",3
"2124",221,221,"hands",4
"2125",221,221,"and",5
"2126",221,221,"sat",6
"2127",221,221,"on",7
"2128",221,221,"the",8
"2129",221,221,"seat",9
"2130",221,221,"in",10
"2131",221,221,"front",11
"2132",221,221,"of",12
"2133",221,221,"the",13
"2134",221,221,"stove",14
"2135",222,222,"she",1
"2136",222,222,"tried",2
"2137",222,222,"hard",3
"2138",222,222,"to",4
"2139",222,222,"bring",5
