"","text_id","curr_ia_idx","curr_fix_dur","word","next_ia_idx","next_word","prev_ia_idx","subj","sent_id"
"1",1,1,132,"Anne",2,"lost",1,1,1
"2",1,2,152,"lost",3,"control",1,1,1
"3",1,3,144,"control",2,"lost",2,1,1
"4",1,2,64,"lost",4,"and",3,1,1
"5",1,4,184,"and",4,"and",2,1,1
"6",1,4,228,"and",5,"laughed.",4,1,1
"7",1,5,244,"laughed.",5,"laughed.",4,1,1
"8",2,2,160,"wrote",3,"on",1,1,2
"9",2,3,280,"on",5,"envelope.",2,1,2
"10",2,5,264,"envelope.",5,"envelope.",3,1,2
"11",3,1,204,"He",2,"called",1,1,3
"12",3,2,144,"called",3,"over",1,1,3
"13",3,3,272,"over",3,"over",2,1,3
"14",3,3,248,"over",5,"shoulder.",3,1,3
"15",3,5,168,"shoulder.",2,"called",3,1,3
"16",3,2,280,"called",2,"called",5,1,3
"17",3,2,196,"called",4,"his",2,1,3
"18",3,4,168,"his",4,"his",2,1,3
"19",3,4,128,"his",5,"shoulder.",4,1,3
"20",3,5,300,"shoulder.",3,"over",4,1,3
"21",3,3,144,"over",3,"over",5,1,3
"22",3,3,140,"over",2,"called",3,1,3
"23",4,2,164,"stayed",3,"against",1,1,4
"24",4,3,248,"against",3,"against",2,1,4
"25",4,3,128,"against",4,"the",3,1,4
"26",4,4,500,"the",5,"wall.",3,1,4
"27",4,5,72,"wall.",5,"wall.",4,1,4
"28",4,5,28,"wall.",5,"wall.",5,1,4
"29",5,2,124,"ran",2,"ran",1,1,5
"30",5,2,156,"ran",2,"ran",2,1,5
"31",5,2,124,"ran",4,"the",2,1,5
"32",5,4,168,"the",3,"to",2,1,5
"33",5,3,212,"to",5,"toilet.",4,1,5
"34",6,2,132,"cannot",3,"tell",2,1,6
"35",6,3,168,"tell",4,"you",2,1,6
"36",7,2,176,"gave",2,"gave",1,1,7
"37",7,2,236,"gave",3,"Adam",2,1,7
"38",7,3,152,"Adam",4,"two",2,1,7
"39",7,4,400,"two",5,"pounds.",3,1,7
"40",7,5,276,"pounds.",1,"Michael",4,1,7
"41",7,1,304,"Michael",4,"two",5,1,7
"42",8,2,208,"smiled",3,"and",1,1,8
"43",8,3,272,"and",4,"sat",2,1,8
"44",8,4,188,"sat",5,"down.",3,1,8
"45",9,1,112,"Things",2,"were",1,1,9
"46",9,2,180,"were",3,"looking",1,1,9
"47",9,3,124,"looking",5,"again.",2,1,9
"48",9,5,164,"again.",4,"up",3,1,9
"49",10,2,200,"man's",2,"man's",1,1,10
"50",10,2,248,"man's",3,"hair",2,1,10
"51",10,3,216,"hair",4,"is",2,1,10
"52",10,4,124,"is",5,"black.",3,1,10
"53",11,1,160,"Turn",3,"hearing",2,1,11
"54",11,3,244,"hearing",4,"aid",1,1,11
"55",11,4,200,"aid",3,"hearing",3,1,11
"56",11,3,212,"hearing",4,"aid",4,1,11
"57",11,4,268,"aid",5,"up.",3,1,11
"58",12,2,200,"demand",2,"demand",1,1,12
"59",12,2,120,"demand",2,"demand",2,1,12
"60",12,2,192,"demand",3,"nothing",2,1,12
"61",12,3,372,"nothing",4,"of",2,1,12
"62",12,4,216,"of",5,"me.",3,1,12
"63",12,5,68,"me.",1,"You'll",4,1,12
"64",13,2,212,"horse",3,"has",2,1,13
"65",13,3,252,"has",4,"thrown",2,1,13
"66",13,4,232,"thrown",6,"shoe.",3,1,13
"67",13,6,204,"shoe.",4,"thrown",4,1,13
"68",13,4,392,"thrown",6,"shoe.",6,1,13
"69",13,6,264,"shoe.",4,"thrown",4,1,13
"70",13,4,204,"thrown",2,"horse",6,1,13
"71",14,2,188,"tube",3,"train",2,1,14
"72",14,3,236,"train",4,"took",2,1,14
"73",14,4,492,"took",5,"his",3,1,14
"74",14,5,220,"his",6,"legs.",4,1,14
"75",14,6,160,"legs.",3,"train",5,1,14
"76",15,2,136,"will",2,"will",1,1,15
"77",15,2,120,"will",1,"Five",2,1,15
"78",15,1,168,"Five",2,"will",2,1,15
"79",15,2,296,"will",4,"listening",1,1,15
"80",15,4,232,"listening",4,"listening",2,1,15
"81",15,4,288,"listening",5,"for",4,1,15
"82",15,5,304,"for",6,"sure.",4,1,15
"83",15,6,344,"sure.",2,"will",5,1,15
"84",15,2,124,"will",1,"Five",6,1,15
"85",16,1,136,"Gordon",2,"felt",1,1,16
"86",16,2,152,"felt",3,"his",1,1,16
"87",16,3,260,"his",4,"anger",2,1,16
"88",16,4,164,"anger",5,"build",3,1,16
"89",16,5,368,"build",4,"anger",4,1,16
"90",17,2,156,"smiled",3,"at",1,1,17
"91",17,3,192,"at",4,"his",2,1,17
"92",17,4,188,"his",4,"his",3,1,17
"93",17,4,156,"his",5,"little",4,1,17
"94",17,5,136,"little",6,"brother.",4,1,17
"95",18,1,104,"He",2,"needed",1,1,18
"96",18,2,160,"needed",2,"needed",1,1,18
"97",18,2,152,"needed",3,"putting",2,1,18
"98",18,3,156,"putting",4,"in",2,1,18
"99",18,4,304,"in",3,"putting",3,1,18
"100",18,3,172,"putting",4,"in",4,1,18
"101",18,4,248,"in",4,"in",3,1,18
"102",18,4,112,"in",2,"needed",4,1,18
"103",18,2,288,"needed",5,"his",4,1,18
"104",18,5,248,"his",6,"place.",2,1,18
"105",19,2,348,"shouted",2,"shouted",1,1,19
"106",19,2,196,"shouted",3,"and",2,1,19
"107",19,3,204,"and",4,"the",2,1,19
"108",19,4,140,"the",5,"calling",3,1,19
"109",19,5,172,"calling",6,"ceased.",4,1,19
"110",19,6,172,"ceased.",4,"the",5,1,19
"111",19,4,152,"the",3,"and",6,1,19
"112",19,3,104,"and",3,"and",4,1,19
"113",19,3,156,"and",5,"calling",3,1,19
"114",19,5,200,"calling",6,"ceased.",3,1,19
"115",19,6,124,"ceased.",2,"shouted",5,1,19
"116",19,2,280,"shouted",2,"shouted",6,1,19
"117",20,2,152,"uses",2,"uses",1,1,20
"118",20,2,108,"uses",3,"his",2,1,20
"119",20,3,168,"his",3,"his",2,1,20
"120",20,3,128,"his",5,"on",3,1,20
"121",21,2,252,"broken",2,"broken",1,1,21
"122",21,2,320,"broken",3,"his",2,1,21
"123",21,3,244,"his",4,"wrists",2,1,21
"124",21,4,148,"wrists",2,"broken",3,1,21
"125",21,2,272,"broken",1,"He's",4,1,21
"126",21,1,136,"He's",4,"wrists",2,1,21
"127",21,4,248,"wrists",3,"his",1,1,21
"128",21,3,288,"his",4,"wrists",4,1,21
"129",21,4,48,"wrists",5,"very",3,1,21
"130",21,5,200,"very",3,"his",4,1,21
"131",21,3,204,"his",5,"very",5,1,21
"132",21,5,176,"very",2,"broken",3,1,21
"133",21,2,92,"broken",1,"He's",5,1,21
"134",21,1,116,"He's",1,"He's",2,1,21
"135",21,1,168,"He's",3,"his",1,1,21
"136",21,3,260,"his",2,"broken",1,1,21
"137",21,2,152,"broken",4,"wrists",3,1,21
"138",21,4,176,"wrists",5,"very",2,1,21
"139",21,5,156,"very",6,"badly.",4,1,21
"140",22,2,140,"am",3,"touched",1,1,22
"141",22,3,96,"touched",4,"deeply",2,1,22
"142",22,4,308,"deeply",5,"in",3,1,22
"143",22,5,324,"in",6,"places.",4,1,22
"144",22,6,216,"places.",5,"in",5,1,22
"145",23,1,180,"I",2,"don't",2,1,23
"146",23,2,184,"don't",2,"don't",1,1,23
"147",23,2,88,"don't",3,"want",2,1,23
"148",23,3,160,"want",3,"want",2,1,23
"149",23,3,252,"want",2,"don't",3,1,23
"150",23,2,216,"don't",3,"want",3,1,23
"151",23,3,116,"want",5,"hear",2,1,23
"152",23,5,188,"hear",6,"it.",3,1,23
"153",23,6,168,"it.",3,"want",5,1,23
"154",24,2,172,"knew",4,"heard",2,1,24
"155",24,4,324,"heard",5,"your",2,1,24
"156",24,5,280,"your",4,"heard",4,1,24
"157",24,4,124,"heard",2,"knew",5,1,24
"158",24,2,220,"knew",5,"your",4,1,24
"159",25,2,256,"wouldn't",3,"want",2,1,25
"160",25,3,200,"want",4,"to",2,1,25
"161",25,4,288,"to",6,"this.",3,1,25
"162",25,6,156,"this.",6,"this.",4,1,25
"163",26,1,100,"Jack",2,"walked",1,1,26
"164",26,2,92,"walked",2,"walked",1,1,26
"165",26,2,360,"walked",4,"to",2,1,26
"166",26,4,164,"to",3,"up",2,1,26
"167",26,3,240,"up",4,"to",4,1,26
"168",26,4,92,"to",2,"walked",3,1,26
"169",26,2,180,"walked",4,"to",4,1,26
"170",26,4,228,"to",6,"door.",2,1,26
"171",26,6,92,"door.",1,"Jack",4,1,26
"172",27,2,172,"sat",1,"Ross",1,1,27
"173",27,1,156,"Ross",3,"back",2,1,27
"174",27,3,132,"back",2,"sat",1,1,27
"175",27,2,124,"sat",3,"back",3,1,27
"176",27,3,168,"back",4,"down",2,1,27
"177",27,4,284,"down",5,"and",3,1,27
"178",27,5,176,"and",4,"down",4,1,27
"179",27,4,120,"down",3,"back",5,1,27
"180",27,3,136,"back",6,"shivered.",4,1,27
"181",27,6,248,"shivered.",6,"shivered.",3,1,27
"182",28,2,172,"couldn't",2,"couldn't",1,1,28
"183",28,2,232,"couldn't",3,"help",2,1,28
"184",28,3,120,"help",4,"feel",2,1,28
"185",28,4,244,"feel",5,"for",3,1,28
"186",28,5,356,"for",4,"feel",4,1,28
"187",28,4,164,"feel",6,"Alex.",5,1,28
"188",29,1,252,"The",2,"bored",2,1,29
"189",29,2,348,"bored",3,"looking",1,1,29
"190",29,3,160,"looking",2,"bored",2,1,29
"191",29,2,184,"bored",3,"looking",3,1,29
"192",29,3,264,"looking",3,"looking",2,1,29
"193",29,3,280,"looking",4,"soldier",3,1,29
"194",29,4,252,"soldier",5,"just",3,1,29
"195",29,5,200,"just",6,"pointed.",4,1,29
"196",29,6,176,"pointed.",5,"just",5,1,29
"197",29,5,220,"just",6,"pointed.",6,1,29
"198",30,2,180,"campaign",3,"will",1,1,30
"199",30,3,180,"will",3,"will",2,1,30
"200",30,3,228,"will",3,"will",3,1,30
"201",30,3,96,"will",5,"for",3,1,30
"202",30,5,180,"for",6,"itself.",3,1,30
"203",30,6,148,"itself.",5,"for",5,1,30
"204",30,5,220,"for",6,"itself.",6,1,30
"205",31,1,48,"They're",2,"riding",1,1,31
"206",31,2,260,"riding",1,"They're",1,1,31
"207",31,1,232,"They're",2,"riding",2,1,31
"208",31,2,196,"riding",3,"out",1,1,31
"209",31,3,172,"out",4,"to",2,1,31
"210",31,4,164,"to",3,"out",3,1,31
"211",31,3,164,"out",5,"meet",4,1,31
"212",31,5,132,"meet",6,"them.",3,1,31
"213",31,6,200,"them.",4,"to",5,1,31
"214",31,4,236,"to",2,"riding",6,1,31
"215",32,1,152,"We",3,"escaped",2,1,32
"216",32,3,172,"escaped",3,"escaped",1,1,32
"217",32,3,128,"escaped",4,"with",3,1,32
"218",32,4,152,"with",4,"with",3,1,32
"219",32,4,152,"with",5,"our",4,1,32
"220",32,5,256,"our",NA,"-",4,1,32
"221",33,1,84,"We've",3,"travelling",1,1,33
"222",33,3,232,"travelling",3,"travelling",1,1,33
"223",33,3,84,"travelling",4,"almost",3,1,33
"224",33,4,232,"almost",5,"three",3,1,33
"225",33,5,288,"three",6,"days.",4,1,33
"226",33,6,284,"days.",6,"days.",5,1,33
"227",33,6,56,"days.",3,"travelling",6,1,33
"228",34,1,160,"Alice",2,"is",1,1,34
"229",34,2,136,"is",3,"looking",1,1,34
"230",34,3,152,"looking",4,"for",2,1,34
"231",34,4,224,"for",5,"somewhere",3,1,34
"232",34,5,156,"somewhere",5,"somewhere",4,1,34
"233",34,5,296,"somewhere",7,"live.",5,1,34
"234",34,7,132,"live.",7,"live.",5,1,34
"235",34,7,336,"live.",7,"live.",7,1,34
"236",34,7,656,"live.",5,"somewhere",7,1,34
"237",35,1,208,"Alan",2,"forgot",1,1,35
"238",35,2,144,"forgot",3,"to",1,1,35
"239",35,3,144,"to",4,"shave",2,1,35
"240",35,4,296,"shave",5,"again",3,1,35
"241",35,5,136,"again",4,"shave",4,1,35
"242",35,4,136,"shave",5,"again",5,1,35
"243",35,5,156,"again",7,"morning.",4,1,35
"244",35,7,220,"morning.",7,"morning.",5,1,35
"245",36,1,176,"Have",3,"carriage",1,1,36
"246",36,3,216,"carriage",4,"sent",1,1,36
"247",36,4,208,"sent",4,"sent",3,1,36
"248",36,4,504,"sent",5,"for",4,1,36
"249",36,5,240,"for",7,"immediately.",4,1,36
"250",36,7,512,"immediately.",7,"immediately.",5,1,36
"251",37,2,140,"probably",2,"probably",1,1,37
"252",37,2,84,"probably",3,"doesn't",2,1,37
"253",37,3,148,"doesn't",4,"want",2,1,37
"254",37,4,140,"want",5,"people",3,1,37
"255",37,5,232,"people",7,"know.",4,1,37
"256",37,7,340,"know.",7,"know.",5,1,37
"257",38,2,164,"put",3,"the",1,1,38
"258",38,3,216,"the",4,"fork",2,1,38
"259",38,4,120,"fork",5,"on",3,1,38
"260",38,5,164,"on",5,"on",4,1,38
"261",38,5,152,"on",6,"the",5,1,38
"262",38,6,216,"the",7,"table.",5,1,38
"263",38,7,732,"table.",7,"table.",6,1,38
"264",38,7,180,"table.",3,"the",7,1,38
"265",38,3,116,"the",2,"put",7,1,38
"266",38,2,244,"put",4,"fork",3,1,38
"267",39,1,240,"I'll",2,"give",1,1,39
"268",39,2,148,"give",3,"him",1,1,39
"269",39,3,144,"him",4,"more",2,1,39
"270",39,4,192,"more",5,"than",3,1,39
"271",39,5,144,"than",6,"a",4,1,39
"272",39,6,168,"a",6,"a",5,1,39
"273",39,6,240,"a",7,"slap.",6,1,39
"274",40,2,336,"nodded",3,"and",1,1,40
"275",40,3,204,"and",5,"against",2,1,40
"276",40,5,116,"against",5,"against",3,1,40
"277",40,5,140,"against",7,"counter.",5,1,40
"278",40,7,200,"counter.",7,"counter.",5,1,40
"279",41,2,144,"like",1,"Looks",1,1,41
"280",41,1,164,"Looks",2,"like",2,1,41
"281",41,2,152,"like",3,"a",1,1,41
"282",41,3,308,"a",4,"walk",2,1,41
"283",41,4,120,"walk",4,"walk",3,1,41
"284",41,4,228,"walk",5,"did",4,1,41
"285",41,5,912,"did",6,"the",4,1,41
"286",41,6,468,"the",7,"trick.",5,1,41
"287",41,7,192,"trick.",2,"like",6,1,41
"288",41,2,164,"like",2,"like",7,1,41
"289",41,2,236,"like",1,"Looks",2,1,41
"290",41,1,112,"Looks",5,"did",2,1,41
"291",42,2,152,"felt",3,"proud",1,1,42
"292",42,3,276,"proud",4,"when",2,1,42
"293",42,4,240,"when",5,"he",3,1,42
"294",42,5,216,"he",6,"went",4,1,42
"295",42,6,412,"went",7,"home.",5,1,42
"296",42,7,424,"home.",6,"went",6,1,42
"297",43,2,156,"got",2,"got",1,1,43
"298",43,2,156,"got",1,"Scott",2,1,43
"299",43,1,180,"Scott",3,"up",2,1,43
"300",43,3,160,"up",2,"got",1,1,43
"301",43,2,156,"got",1,"Scott",3,1,43
"302",43,1,236,"Scott",2,"got",2,1,43
"303",43,2,184,"got",1,"Scott",1,1,43
"304",43,1,312,"Scott",2,"got",2,1,43
"305",43,2,156,"got",2,"got",1,1,43
"306",43,2,208,"got",1,"Scott",2,1,43
"307",43,1,488,"Scott",2,"got",2,1,43
"308",43,2,692,"got",3,"up",1,1,43
"309",43,3,240,"up",2,"got",2,1,43
"310",43,2,204,"got",2,"got",3,1,43
"311",43,2,200,"got",3,"up",2,1,43
"312",43,3,104,"up",1,"Scott",2,1,43
"313",43,1,208,"Scott",1,"Scott",3,1,43
"314",43,1,272,"Scott",2,"got",1,1,43
"315",43,2,208,"got",2,"got",1,1,43
"316",43,2,324,"got",4,"and",2,1,43
"317",43,4,216,"and",5,"washed",2,1,43
"318",43,5,176,"washed",6,"his",4,1,43
"319",43,6,204,"his",7,"plate.",5,1,43
"320",44,2,148,"nodded",3,"and",1,1,44
"321",44,3,208,"and",4,"walked",2,1,44
"322",44,4,124,"walked",5,"into",3,1,44
"323",44,5,380,"into",4,"walked",4,1,44
"324",44,4,144,"walked",6,"the",5,1,44
"325",45,1,140,"Steve",2,"sat",1,1,45
"326",45,2,436,"sat",3,"down",1,1,45
"327",45,3,128,"down",4,"to",2,1,45
"328",45,4,168,"to",5,"eat",3,1,45
"329",45,5,168,"eat",5,"eat",4,1,45
"330",45,5,420,"eat",6,"his",5,1,45
"331",45,6,380,"his",7,"lunch.",5,1,45
"332",46,2,244,"smiled",3,"and",1,1,46
"333",46,3,220,"and",4,"bit",2,1,46
"334",46,4,116,"bit",5,"his",3,1,46
"335",46,5,296,"his",6,"bottom",4,1,46
"336",46,6,148,"bottom",4,"bit",5,1,46
"337",46,4,108,"bit",4,"bit",6,1,46
"338",46,4,164,"bit",6,"bottom",4,1,46
"339",46,6,148,"bottom",4,"bit",4,1,46
"340",46,4,252,"bit",3,"and",6,1,46
"341",46,3,264,"and",3,"and",4,1,46
"342",46,3,188,"and",5,"his",3,1,46
"343",46,5,212,"his",7,"lip.",3,1,46
"344",46,7,148,"lip.",6,"bottom",5,1,46
"345",46,6,116,"bottom",2,"smiled",7,1,46
"346",46,2,228,"smiled",4,"bit",6,1,46
"347",46,4,200,"bit",7,"lip.",2,1,46
"348",46,7,168,"lip.",6,"bottom",4,1,46
"349",47,2,460,"stepped",2,"stepped",1,1,47
"350",47,2,212,"stepped",3,"back",2,1,47
"351",47,3,204,"back",4,"and",2,1,47
"352",47,4,300,"and",5,"shook",3,1,47
"353",47,5,280,"shook",5,"shook",4,1,47
"354",47,5,88,"shook",6,"his",5,1,47
"355",47,6,524,"his",7,"head.",5,1,47
"356",48,2,168,"stood",2,"stood",1,1,48
"357",48,2,196,"stood",4,"and",2,1,48
"358",48,4,136,"and",5,"wiped",2,1,48
"359",48,5,204,"wiped",6,"his",4,1,48
"360",48,6,248,"his",7,"jeans.",5,1,48
"361",49,1,248,"Tony",2,"stopped",1,1,49
"362",49,2,164,"stopped",2,"stopped",1,1,49
"363",49,2,216,"stopped",3,"off",2,1,49
"364",49,3,380,"off",4,"at",2,1,49
"365",49,4,264,"at",6,"first",3,1,49
"366",49,6,144,"first",7,"delivery.",4,1,49
"367",49,7,156,"delivery.",6,"first",6,1,49
"368",49,6,240,"first",7,"delivery.",7,1,49
"369",49,7,416,"delivery.",6,"first",6,1,49
"370",49,6,676,"first",7,"delivery.",7,1,49
"371",50,1,248,"Normally",2,"they",1,1,50
"372",50,2,192,"they",3,"want",1,1,50
"373",50,3,124,"want",5,"cut",2,1,50
"374",50,5,212,"cut",4,"to",3,1,50
"375",50,4,120,"to",6,"things",5,1,50
"376",50,6,336,"things",5,"cut",4,1,50
"377",50,5,196,"cut",6,"things",6,1,50
"378",50,6,240,"things",2,"they",5,1,50
"379",50,2,132,"they",2,"they",6,1,50
"380",50,2,160,"they",7,"up.",2,1,50
"381",51,2,304,"in",4,"wrong",1,1,51
"382",51,4,164,"wrong",3,"the",2,1,51
"383",51,3,132,"the",5,"hands,",4,1,51
"384",51,5,160,"hands,",5,"hands,",3,1,51
"385",51,5,148,"hands,",7,"that.",5,1,51
"386",51,7,716,"that.",5,"hands,",5,1,51
"387",51,5,192,"hands,",4,"wrong",7,1,51
"388",51,4,204,"wrong",2,"in",5,1,51
"389",51,2,164,"in",2,"in",4,1,51
"390",51,2,156,"in",1,"Powerful",2,1,51
"391",51,1,160,"Powerful",3,"the",2,1,51
"392",51,3,368,"the",5,"hands,",1,1,51
"393",51,5,148,"hands,",7,"that.",3,1,51
"394",51,7,360,"that.",7,"that.",5,1,51
"395",52,1,76,"She",3,"refused",1,1,52
"396",52,3,180,"refused",2,"had",1,1,52
"397",52,2,152,"had",3,"refused",3,1,52
"398",52,3,124,"refused",4,"to",2,1,52
"399",52,4,284,"to",5,"leave",3,1,52
"400",52,5,308,"leave",4,"to",4,1,52
"401",52,4,132,"to",6,"her",5,1,52
"402",52,6,200,"her",6,"her",4,1,52
"403",52,6,144,"her",7,"home.",6,1,52
"404",52,7,340,"home.",2,"had",6,1,52
"405",52,2,132,"had",1,"She",7,1,52
"406",52,1,148,"She",1,"She",2,1,52
"407",52,1,224,"She",3,"refused",1,1,52
"408",52,3,272,"refused",7,"home.",1,1,52
"409",52,7,260,"home.",6,"her",3,1,52
"410",53,2,176,"hid",2,"hid",1,1,53
"411",53,2,364,"hid",3,"the",2,1,53
"412",53,3,136,"the",2,"hid",2,1,53
"413",53,2,124,"hid",1,"She",3,1,53
"414",53,1,132,"She",4,"boxes",2,1,53
"415",53,4,204,"boxes",5,"and",1,1,53
"416",53,5,220,"and",6,"matches",4,1,53
"417",53,6,188,"matches",7,"well.",5,1,53
"418",54,2,112,"bored",3,"looking",1,1,54
"419",54,3,184,"looking",4,"soldier",2,1,54
"420",54,4,196,"soldier",5,"continued",3,1,54
"421",54,5,164,"continued",6,"looking",4,1,54
"422",54,6,192,"looking",7,"bored.",5,1,54
"423",54,7,152,"bored.",6,"looking",6,1,54
"424",54,6,292,"looking",5,"continued",7,1,54
"425",55,2,296,"dead",2,"dead",1,1,55
"426",55,2,136,"dead",2,"dead",2,1,55
"427",55,2,260,"dead",1,"The",2,1,55
"428",55,1,160,"The",3,"must",2,1,55
"429",55,3,188,"must",3,"must",1,1,55
"430",55,3,192,"must",2,"dead",3,1,55
"431",55,2,172,"dead",1,"The",3,1,55
"432",55,1,76,"The",3,"must",2,1,55
"433",55,3,236,"must",4,"not",1,1,55
"434",55,4,148,"not",5,"kill",3,1,55
"435",55,5,204,"kill",6,"the",4,1,55
"436",55,6,284,"the",7,"living.",5,1,55
"437",56,2,208,"prison",3,"guard",1,1,56
"438",56,3,228,"guard",3,"guard",2,1,56
"439",56,3,128,"guard",4,"walked",3,1,56
"440",56,4,260,"walked",5,"along",3,1,56
"441",56,5,292,"along",6,"the",4,1,56
"442",56,6,136,"the",5,"along",5,1,56
"443",56,5,188,"along",7,"row.",6,1,56
"444",56,7,188,"row.",7,"row.",5,1,56
"445",56,7,148,"row.",2,"prison",7,1,56
"446",56,2,168,"prison",2,"prison",7,1,56
"447",57,1,196,"The",1,"The",1,1,57
"448",57,1,104,"The",3,"is",1,1,57
"449",57,3,204,"is",4,"your",1,1,57
"450",57,4,232,"your",4,"your",3,1,57
"451",57,4,488,"your",5,"lead,",4,1,57
"452",57,5,196,"lead,",6,"follow",4,1,57
"453",57,6,160,"follow",7,"that.",5,1,57
"454",57,7,192,"that.",2,"van",6,1,57
"455",58,1,120,"You're",1,"You're",1,1,58
"456",58,1,144,"You're",1,"You're",1,1,58
"457",58,1,92,"You're",2,"getting",1,1,58
"458",58,2,240,"getting",3,"up",1,1,58
"459",58,3,164,"up",2,"getting",2,1,58
"460",58,2,152,"getting",4,"early",3,1,58
"461",58,4,140,"early",3,"up",2,1,58
"462",58,3,144,"up",4,"early",4,1,58
"463",58,4,216,"early",5,"in",3,1,58
"464",58,5,200,"in",7,"morning.",4,1,58
"465",58,7,312,"morning.",1,"You're",5,1,58
"466",58,1,204,"You're",7,"morning.",7,1,58
"467",59,1,604,"After",2,"lunch",1,1,59
"468",59,2,472,"lunch",3,"he",1,1,59
"469",59,3,204,"he",4,"was",2,1,59
"470",59,4,224,"was",5,"told",3,1,59
"471",59,5,220,"told",7,"had",4,1,59
"472",59,7,188,"had",6,"he",5,1,59
"473",59,6,108,"he",8,"visitors.",7,1,59
"474",59,8,224,"visitors.",7,"had",6,1,59
"475",60,1,92,"Albert",2,"spoke",1,1,60
"476",60,2,240,"spoke",3,"before",1,1,60
"477",60,3,180,"before",4,"Barbara",2,1,60
"478",60,4,236,"Barbara",5,"had",3,1,60
"479",60,5,180,"had",6,"a",4,1,60
"480",60,6,220,"a",7,"chance",5,1,60
"481",61,2,384,"within",2,"within",1,1,61
"482",61,2,120,"within",3,"the",2,1,61
"483",61,3,216,"the",4,"walls",2,1,61
"484",61,4,192,"walls",6,"escape",3,1,61
"485",61,6,204,"escape",5,"to",4,1,61
"486",61,5,136,"to",7,"the",6,1,61
"487",61,7,232,"the",8,"enemy.",5,1,61
"488",62,1,268,"Follow",2,"me",1,1,62
"489",62,2,204,"me",3,"closely",1,1,62
"490",62,3,128,"closely",4,"and",2,1,62
"491",62,4,132,"and",5,"watch",3,1,62
"492",62,5,236,"watch",6,"for",4,1,62
"493",62,6,340,"for",7,"their",5,1,62
"494",62,7,228,"their",8,"leader.",6,1,62
"495",62,8,116,"leader.",8,"leader.",7,1,62
"496",62,8,24,"leader.",8,"leader.",8,1,62
"497",62,8,184,"leader.",7,"their",8,1,62
"498",63,3,168,"out",4,"but",1,1,63
"499",63,4,240,"but",3,"out",3,1,63
"500",63,3,228,"out",4,"but",4,1,63
"501",63,4,144,"but",6,"did",3,1,63
"502",63,6,188,"did",5,"she",4,1,63
"503",63,5,240,"she",6,"did",6,1,63
"504",63,6,152,"did",7,"not",5,1,63
"505",63,7,548,"not",8,"move.",6,1,63
"506",64,2,120,"sat",3,"down",1,1,64
"507",64,3,112,"down",4,"and",2,1,64
"508",64,4,180,"and",4,"and",3,1,64
"509",64,4,96,"and",6,"to",4,1,64
"510",64,6,236,"to",8,"breakfast.",4,1,64
"511",64,8,196,"breakfast.",7,"eat",6,1,64
"512",64,7,208,"eat",8,"breakfast.",8,1,64
"513",65,1,108,"He",2,"slammed",2,1,65
"514",65,2,144,"slammed",3,"the",1,1,65
"515",65,3,172,"the",2,"slammed",2,1,65
"516",65,2,172,"slammed",3,"the",3,1,65
"517",65,3,168,"the",3,"the",2,1,65
"518",65,3,116,"the",4,"knife",3,1,65
"519",65,4,144,"knife",5,"down",3,1,65
"520",65,5,160,"down",6,"on",4,1,65
"521",65,6,260,"on",8,"lamb.",5,1,65
"522",65,8,128,"lamb.",7,"the",6,1,65
"523",65,7,132,"the",6,"on",8,1,65
"524",65,6,124,"on",8,"lamb.",7,1,65
"525",65,8,224,"lamb.",8,"lamb.",6,1,65
"526",66,1,108,"He",2,"staggered",2,1,66
"527",66,2,144,"staggered",2,"staggered",1,1,66
"528",66,2,244,"staggered",3,"into",2,1,66
"529",66,3,416,"into",4,"the",2,1,66
"530",66,4,176,"the",5,"chair",3,1,66
"531",66,5,96,"chair",7,"his",4,1,66
"532",66,7,160,"his",6,"at",5,1,66
"533",66,6,340,"at",7,"his",7,1,66
"534",66,7,200,"his",8,"desk.",6,1,66
"535",66,8,80,"desk.",3,"into",7,1,66
"536",67,3,328,"not",4,"spare",2,1,67
"537",67,4,148,"spare",4,"spare",3,1,67
"538",67,4,136,"spare",5,"the",4,1,67
"539",67,5,252,"the",5,"the",4,1,67
"540",67,5,156,"the",6,"birds",5,1,67
"541",67,6,128,"birds",5,"the",5,1,67
"542",67,5,184,"the",7,"a",6,1,67
"543",67,7,164,"a",8,"killing.",5,1,67
"544",67,8,392,"killing.",4,"spare",7,1,67
"545",67,4,136,"spare",3,"not",8,1,67
"546",67,3,176,"not",2,"do",4,1,67
"547",67,2,108,"do",5,"the",3,1,67
"548",67,5,304,"the",4,"spare",2,1,67
"549",67,4,144,"spare",6,"birds",5,1,67
"550",67,6,200,"birds",8,"killing.",4,1,67
"551",67,8,188,"killing.",8,"killing.",6,1,67
"552",68,2,180,"think",3,"our",1,1,68
"553",68,3,348,"our",4,"friend's",2,1,68
"554",68,4,128,"friend's",5,"demands",3,1,68
"555",68,5,336,"demands",6,"are",4,1,68
"556",68,6,392,"are",7,"well",5,1,68
"557",68,7,168,"well",6,"are",6,1,68
"558",68,6,332,"are",8,"justified.",7,1,68
"559",68,8,160,"justified.",4,"friend's",6,1,68
"560",68,4,148,"friend's",2,"think",8,1,68
"561",68,2,132,"think",2,"think",4,1,68
"562",69,2,172,"us",1,"Let",1,1,69
"563",69,1,256,"Let",3,"leave",2,1,69
"564",69,3,172,"leave",4,"these",1,1,69
"565",69,4,176,"these",5,"poor",3,1,69
"566",69,5,180,"poor",6,"people",4,1,69
