"","text_id","sent_id","trigger_idx","word","freq","surp","max_surp","mean_surp","max_ppmi","mean_ppmi","max_npmi","mean_npmi","max_e_pmi","mean_e_pmi","max_e_ppmi","mean_e_ppmi","max_e_npmi","mean_e_npmi","len"
"572",1,29,4,"each",5.69,6.09353681018667,12.8684540126317,6.55828423521698,7.84413576126099,2.04451179504395,0,-0.386913054519229,6.29815366475342,2.21372518934142,6.4154817350116,2.40367563484108,0.28431248105476,0.189950445499662,4
"573",1,29,5,"island",5.01,6.00893502298971,12.8684540126317,6.4420973789594,5.56423079967499,2.56876001258691,0,-0.115048209826152,7.83032214487453,2.17322032085966,7.90979138820377,2.37276618761353,0.355807822023871,0.199545866753875,6
"574",1,29,6,"has",6.37,6.72143484114427,12.8684540126317,6.35546490776546,6.16067743301392,1.15162257353465,0,-0.134453463554382,1.13246917993724,0.37917997917829,1.5412728417644,0.543545612259391,0.408803661827159,0.164365633081101,3
"575",1,29,7,"over",6.08,10.1496600518842,12.8684540126317,6.41645989666193,15.469313390553,1.4637335576117,0,-0.235747602250841,15.0886719618361,1.33874421945775,15.0900310493468,1.50420407724027,0.388513064925386,0.165459857782513,4
"576",1,29,8,"time",6.29,8.68859909767748,12.8684540126317,6.94977420455082,13.0871199052781,1.45896685043616,0,-0.633818932941982,12.87332503385,2.08354795943678,12.8828008999011,2.23057409191699,0.457850888051047,0.14702613248021,4
"577",1,29,9,"developed",4.95,4.95767181804012,12.8684540126317,7.16712731619166,10.4423851855099,1.87854503739315,0,-0.158350050449371,10.3098365676228,1.32398797910144,10.3157037143845,1.47081675514441,0.418658786786739,0.146828776042973,9
"578",1,29,10,"a",7.36,2.67972939377199,12.8684540126317,6.92163226084149,4.4088249206543,0.862475416657549,0,-0.116375317728078,5.15128462695519,0.757708547011551,5.4830266295886,0.857733588191842,0.331742002633416,0.100025041180291,1
"579",1,29,11,"differently",4.23,15.3268503275654,12.8684540126317,6.49744197413454,5.58266544342041,0.619376791206499,0,-0.184665846203764,5.54881178111084,0.567089791279854,5.6944585559545,0.667933673386894,0.288681512727041,0.10084388210704,11
"580",1,29,12,"shaped",4.38,3.39525732629956,15.3268503275654,7.30011546081007,9.89727926254272,1.28189593130215,0,-0.175626298271571,8.79205527424723,1.16996083327007,8.86801299723582,1.27543500564261,0.336566559531475,0.105474172372543,6
"581",1,29,13,"beak",3.3,10.7340890453983,15.3268503275654,6.97471061626753,16.8943177759647,1.4661836440468,0,-0.0943105041773783,15.3717880160653,1.2949089205235,15.400187939287,1.40433357877391,0.317896767195384,0.109424658250411,4
"582",1,29,14,"adapted",4.17,8.96592832597901,15.3268503275654,7.26389357235451,2.57971239089966,0.1523790333229,0,-0.224495676465524,13.4026665015645,0.400429874226146,13.5180506196833,0.479802141711533,0.262746767129472,0.0793722674853862,7
"583",1,29,15,"to",7.43,0.714696705422175,15.3268503275654,7.38546748332769,8.95178985595703,0.555695961717339,0,-0.0602484815088766,5.84519627473813,0.320620784161033,5.88044195485291,0.391830102287956,0.306212282639756,0.0712093181269228,2
"584",1,29,16,"the",7.73,2.80682600039218,15.3268503275654,6.94074943146732,3.26528146862984,0.186610365990135,0,-0.154386295750737,7.02393547483376,0.406411900012187,7.07235963834922,0.477969114643963,0.21913977276763,0.071557214631776,3
"585",1,29,17,"vegetation",3.77,10.8821061495741,15.3268503275654,6.68237921702512,10.2402195930481,0.682817447426108,0,-0.0852765738964081,7.40560555900477,0.412419436285382,7.5109133421783,0.496229489990687,0.317984482450034,0.0838100537053049,10
"586",1,29,18,"and",7.41,3.09365691758313,15.3268503275654,6.9294219777633,3.07227993011475,0.15859944965033,0,-0.121831803966094,3.46475032309784,0.124684384154976,3.639869913031,0.182453231772132,0.244417957313915,0.0577688476171561,3
"587",1,29,19,"the",7.73,4.34879892951514,15.3268503275654,6.7163239188644,3.90724802017212,0.201765464480828,0,-0.203018376189801,9.73424592437915,0.327586364759822,9.76189667702079,0.396565628596227,0.30769733932027,0.0689792638364052,3
"588",1,29,20,"competition",4.91,10.9656735401472,15.3268503275654,6.5917173404776,12.200973033905,0.552478076334585,0,-0.241515763103962,5.62371370594142,0.434699835158875,5.74264819404824,0.525110588425466,0.375887973544102,0.0904107532665903,11
"589",1,29,21,"in",7.27,5.27899805078929,15.3268503275654,6.81041515046108,4.75927782058716,0.22192611778155,0,-0.0989903341047466,5.0237942622006,0.150756877976306,5.17050295751936,0.217883403875473,0.244150459728164,0.0671265258991667,2
"590",1,29,22,"that",7.01,4.49511568458515,15.3268503275654,6.73749052666718,5.94324684143066,0.313653985067965,0,-0.138362765312195,4.42093167136406,0.209121805510829,4.50521872922235,0.29699825338295,0.377303114112393,0.0878764478721216,4
"591",1,29,23,"particular",5,5.00449039667355,15.3268503275654,6.63556439748163,10.3342304229736,0.5212832271319,0,-0.106502732374903,9.84854853544518,0.457500943437494,9.9695863939049,0.55107644937199,0.47320854682305,0.0935755059344964,10
"592",1,29,24,"location",4.86,7.14426477893263,15.3268503275654,6.56464813657694,12.0205349326134,0.685100187426028,0,-0.164931614113891,11.5575146256657,0.650844766494529,11.6065143454717,0.743682695555824,0.286950881842076,0.0928379290612955,8
"593",1,30,2,"tiny",4.62,13.556179509005,0,0,2.32632255554199,1.56990114847819,0,0,3.67701844051411,1.71840617433079,3.854561818476,1.945953248777,0.267925116483677,0.227547074446217,4
"594",1,30,3,"birds",4.6,9.51223575934118,13.556179509005,6.77808975450251,13.3218586444855,6.11732494831085,0,-0.183628797531128,7.80028630291776,4.3284949542784,7.85028218155684,4.47563930499248,0.267465640788371,0.147144350714078,5
"595",1,30,4,"with",6.85,7.01198897079459,13.556179509005,7.6894717561154,2.49081325531006,0.523129728105333,0,-0.413613743252224,7.55424864494859,1.41381732513952,7.56461925738428,1.61169466637776,0.3114819634508,0.19787734123824,4
"596",1,30,5,"tiny",4.62,4.46974751452738,13.556179509005,7.5201010597852,7.84246468544006,2.0132838288943,0,-0.354076425234477,4.75719134186795,0.975301829292287,4.84725783144142,1.19679014797822,0.32943639804692,0.221488318685933,4
"597",1,30,6,"distinctions",3.31,16.2426066332498,13.556179509005,6.91003035073363,7.34766387939453,1.2176015218099,0,-0.945876423517863,10.5682395957609,1.61965674319531,10.599875889261,1.83389149538138,0.38623230006933,0.214234752186064,12
